image_id,split,label,EAR,MAR,Circularity,MOE
train_622,train,drowsy,0.3495,1.1383,0.5365,3.2573
train_9252,train,drowsy,0.0659,0.9946,0.3662,15.0842
train_1684,train,drowsy,0.384,1.0652,0.5273,2.7739
train_9426,train,drowsy,0.405,1.0818,0.5915,2.6711
train_448,train,drowsy,0.3178,1.0484,0.5433,3.2993
train_8325,train,drowsy,0.0737,1.0625,0.361,14.4202
train_3396,train,drowsy,0.1074,1.0482,0.3708,9.7605
train_5202,train,drowsy,0.1044,1.0327,0.376,9.8909
train_8278,train,drowsy,0.0904,0.9293,0.3151,10.2825
train_8743,train,drowsy,0.0968,0.9518,0.322,9.8287
train_2274,train,drowsy,0.2188,0.8516,0.4214,3.8927
train_3396,train,drowsy,0.1074,1.0482,0.3708,9.7605
train_7983,train,drowsy,0.0998,0.9235,0.3303,9.2495
train_7199,train,drowsy,0.3562,1.2878,0.5948,3.6152
train_4092,train,drowsy,0.3215,1.1511,0.5271,3.5799
train_3918,train,drowsy,0.3275,1.0324,0.5478,3.1528
train_9950,train,drowsy,0.343,1.049,0.5428,3.0581
train_535,train,drowsy,0.0765,1.0833,0.3922,14.1688
train_1136,train,drowsy,0.359,1.0515,0.512,2.9286
train_21,train,drowsy,0.0831,1.0237,0.3907,12.3136
train_8653,train,drowsy,0.149,1.0231,0.4512,6.8664
train_5923,train,drowsy,0.2716,1.0808,0.4756,3.98
train_1484,train,drowsy,0.2747,0.9024,0.457,3.2846
train_1692,train,drowsy,0.2902,1.2065,0.5017,4.1573
train_6591,train,drowsy,0.3136,0.9844,0.546,3.1393
train_2430,train,drowsy,0.3574,1.0322,0.5531,2.8881
train_6763,train,drowsy,0.4463,1.1951,0.5032,2.6778
train_857,train,drowsy,0.4588,1.2034,0.5056,2.6228
train_4488,train,drowsy,0.3562,0.9728,0.5261,2.7315
train_3025,train,drowsy,0.2805,0.8692,0.5081,3.0982
train_8607,train,drowsy,0.4794,1.1266,0.5753,2.3501
train_2932,train,drowsy,0.4291,1.1211,0.5242,2.613
train_9413,train,drowsy,0.5012,1.151,0.5956,2.2967
train_4027,train,drowsy,0.1633,1.26,0.6116,7.7139
train_9338,train,drowsy,0.2195,1.273,0.4804,5.7987
train_6051,train,drowsy,0.4653,1.099,0.5558,2.3621
train_7616,train,drowsy,0.4259,1.2399,0.5282,2.9113
train_712,train,drowsy,0.1614,1.247,0.5561,7.724
train_9957,train,drowsy,0.3682,1.2911,0.4078,3.5064
train_6971,train,drowsy,0.3474,0.9822,0.5895,2.8277
train_5989,train,drowsy,0.4123,1.2382,0.3978,3.0031
train_9630,train,drowsy,0.3637,0.9523,0.5099,2.6181
train_5480,train,drowsy,0.3618,0.8948,0.5413,2.4732
train_3241,train,drowsy,0.3458,1.0344,0.5334,2.9918
train_6149,train,drowsy,0.1825,1.3236,0.4841,7.2519
train_6677,train,drowsy,0.2742,0.9535,0.5082,3.4773
train_1082,train,drowsy,0.164,1.3534,0.4826,8.2517
train_1642,train,drowsy,0.4096,1.0411,0.6265,2.5418
train_2663,train,drowsy,0.4161,0.9992,0.5727,2.4015
train_9188,train,drowsy,0.3841,1.3465,0.603,3.5057
train_10,train,drowsy,0.1977,1.0181,0.4075,5.1495
train_2735,train,drowsy,0.2144,0.9706,0.4223,4.5273
train_3055,train,drowsy,0.3834,1.1396,0.5731,2.9727
train_3115,train,drowsy,0.3544,0.837,0.5463,2.3619
train_2633,train,drowsy,0.4094,1.0258,0.5858,2.5057
train_1194,train,drowsy,0.351,1.0913,0.5454,3.1092
train_8849,train,drowsy,0.3908,1.0488,0.6052,2.6834
train_6456,train,drowsy,0.3136,0.9569,0.5438,3.0508
train_1123,train,drowsy,0.3873,1.0882,0.6026,2.8099
train_1004,train,drowsy,0.3474,1.086,0.5487,3.1262
train_1281,train,drowsy,0.1524,1.0656,0.3796,6.9943
train_6658,train,drowsy,0.1267,1.0792,0.4028,8.5145
train_1297,train,drowsy,0.392,0.9691,0.6318,2.4724
train_7581,train,drowsy,0.4358,1.1615,0.6267,2.6652
train_7703,train,drowsy,0.347,0.8358,0.5578,2.4084
train_9926,train,drowsy,0.386,0.976,0.6129,2.5284
train_4793,train,drowsy,0.3825,0.9981,0.6075,2.6095
train_2478,train,drowsy,0.3441,1.1478,0.5471,3.3356
train_4418,train,drowsy,0.3721,1.1797,0.5525,3.1706
train_7708,train,drowsy,0.351,0.9575,0.5701,2.7284
train_2220,train,drowsy,0.3501,1.032,0.5621,2.948
train_7852,train,drowsy,0.3642,1.0785,0.5856,2.9613
train_312,train,drowsy,0.1985,0.7626,0.4671,3.8416
train_9029,train,drowsy,0.3197,1.0282,0.5706,3.2158
train_8273,train,drowsy,0.369,1.0215,0.6029,2.7684
train_9746,train,drowsy,0.2608,1.0329,0.5049,3.9603
train_1739,train,drowsy,0.3477,0.7969,0.5683,2.2919
train_5198,train,drowsy,0.36,1.141,0.5476,3.1697
train_8947,train,drowsy,0.3738,0.8577,0.606,2.2944
train_5710,train,drowsy,0.3349,0.8792,0.535,2.6251
train_6900,train,drowsy,0.3141,0.9063,0.5192,2.8852
train_1429,train,drowsy,0.3217,0.9676,0.5362,3.0075
train_164,train,drowsy,0.3722,0.8973,0.6118,2.4107
train_4127,train,drowsy,0.3577,1.0011,0.5578,2.7989
train_4479,train,drowsy,0.3276,1.0076,0.5374,3.0757
train_7824,train,drowsy,0.4453,1.0616,0.6335,2.3838
train_9140,train,drowsy,0.3902,1.2363,0.5512,3.1682
train_4968,train,drowsy,0.3277,1.0027,0.5554,3.0602
train_7170,train,drowsy,0.3744,0.898,0.5443,2.3983
train_9238,train,drowsy,0.4209,0.8329,0.6162,1.9787
train_3614,train,drowsy,0.256,1.3036,0.5088,5.093
train_4810,train,drowsy,0.3263,0.8716,0.5612,2.6713
train_1448,train,drowsy,0.3114,0.8376,0.5315,2.6896
train_3820,train,drowsy,0.2582,1.2287,0.5073,4.7582
train_7702,train,drowsy,0.2767,1.1253,0.5523,4.0673
train_6965,train,drowsy,0.3634,0.9674,0.5506,2.6626
train_3309,train,drowsy,0.3441,1.1857,0.5406,3.4457
train_3072,train,drowsy,0.3102,0.9604,0.5463,3.0956
train_4478,train,drowsy,0.3223,0.9379,0.5558,2.9096
train_7568,train,drowsy,0.301,1.0084,0.533,3.3496
train_4303,train,drowsy,0.3643,0.9817,0.5284,2.6945
train_2481,train,drowsy,0.2728,1.1041,0.5051,4.0465
train_9481,train,drowsy,0.312,1.0129,0.5392,3.246
train_3219,train,drowsy,0.2053,1.066,0.4623,5.1931
train_8764,train,drowsy,0.1833,1.1738,0.4169,6.4029
train_305,train,drowsy,0.3749,1.1475,0.6054,3.0606
train_9287,train,drowsy,0.1951,1.208,0.4234,6.1905
train_5587,train,drowsy,0.3433,1.025,0.4885,2.9857
train_5829,train,drowsy,0.5363,1.1573,0.7451,2.1577
train_4504,train,drowsy,0.321,0.9496,0.4796,2.9577
train_1354,train,drowsy,0.1439,1.2767,0.3336,8.8692
train_9478,train,drowsy,0.3864,0.9897,0.5839,2.5616
train_2578,train,drowsy,0.3513,1.0918,0.5148,3.1076
train_4069,train,drowsy,0.3022,1.1028,0.4882,3.6489
train_1299,train,drowsy,0.3747,0.965,0.5668,2.5756
train_6017,train,drowsy,0.3462,1.2132,0.5178,3.5042
train_6326,train,drowsy,0.226,1.2777,0.4381,5.6527
train_5110,train,drowsy,0.3272,0.9464,0.4509,2.8926
train_4353,train,drowsy,0.198,1.024,0.4145,5.1718
train_4353,train,drowsy,0.198,1.024,0.4145,5.1718
train_5435,train,drowsy,0.2509,0.9737,0.406,3.8811
train_9416,train,drowsy,0.2763,0.8134,0.4129,2.9438
train_2466,train,drowsy,0.2276,1.1128,0.3925,4.8881
train_5459,train,drowsy,0.4047,0.9602,0.5924,2.3727
train_2260,train,drowsy,0.2741,0.9412,0.4109,3.4339
train_1916,train,drowsy,0.2083,0.8508,0.3971,4.0853
train_9930,train,drowsy,0.1956,1.1603,0.4751,5.9328
train_1038,train,drowsy,0.0943,0.8119,0.3857,8.6071
train_4161,train,drowsy,0.2255,1.0296,0.491,4.5659
train_4478,train,drowsy,0.0846,0.8205,0.3883,9.6986
train_9667,train,drowsy,0.1695,0.8587,0.4902,5.0665
train_3177,train,drowsy,0.1887,0.7672,0.4142,4.0652
train_9113,train,drowsy,0.185,0.8365,0.4091,4.5215
train_9605,train,drowsy,0.3435,0.9812,0.4356,2.8561
train_5431,train,drowsy,0.5325,0.7977,0.4218,1.4979
train_1045,train,drowsy,0.3589,1.0647,0.5511,2.9669
train_1045,train,drowsy,0.3589,1.0647,0.5511,2.9669
train_5707,train,drowsy,0.4059,1.0516,0.5897,2.5908
train_2399,train,drowsy,0.4013,0.9489,0.612,2.3645
train_1206,train,drowsy,0.2035,0.9422,0.4639,4.6298
train_5059,train,drowsy,0.1977,1.0158,0.4596,5.1393
train_5685,train,drowsy,0.3973,1.1177,0.4039,2.8134
train_5059,train,drowsy,0.1977,1.0158,0.4596,5.1393
train_9376,train,drowsy,0.1802,0.8168,0.4223,4.5327
train_3769,train,drowsy,0.3529,0.9682,0.5505,2.7436
train_3421,train,drowsy,0.2646,1.0068,0.4924,3.8046
train_8652,train,drowsy,0.2526,0.8638,0.4539,3.4188
train_9876,train,drowsy,0.2043,1.0661,0.4647,5.2193
train_9955,train,drowsy,0.1691,0.8551,0.425,5.0552
train_6435,train,drowsy,0.2925,1.0799,0.4937,3.6917
train_9721,train,drowsy,0.1913,0.8466,0.4326,4.4253
train_3421,train,drowsy,0.2646,1.0068,0.4924,3.8046
train_6194,train,drowsy,0.4555,0.842,0.7085,1.8484
train_6022,train,drowsy,0.1904,0.7355,0.4361,3.8639
train_196,train,drowsy,0.2104,0.7424,0.418,3.5282
train_4873,train,drowsy,0.3245,1.0697,0.5429,3.2966
train_5736,train,drowsy,0.2941,0.8799,0.4957,2.9924
train_351,train,drowsy,0.2109,0.6878,0.4102,3.2615
train_2732,train,drowsy,0.338,1.0529,0.5599,3.1154
train_2199,train,drowsy,0.2689,0.8494,0.4267,3.1591
train_823,train,drowsy,0.1811,0.5832,0.3932,3.2198
train_5769,train,drowsy,0.3969,0.96,0.6187,2.4188
train_8097,train,drowsy,0.3374,0.7241,0.5071,2.1462
train_4182,train,drowsy,0.3487,0.6711,0.5248,1.9245
train_5289,train,drowsy,0.3464,0.9278,0.5559,2.6781
train_9449,train,drowsy,0.1998,0.8259,0.3863,4.1327
train_6730,train,drowsy,0.3146,0.5929,0.5054,1.885
train_3026,train,drowsy,0.3379,0.9488,0.5426,2.808
train_7745,train,drowsy,0.3005,0.6335,0.4869,2.1079
train_1205,train,drowsy,0.1591,0.8587,0.3496,5.3972
train_3822,train,drowsy,0.3432,0.9761,0.5537,2.8438
train_2753,train,drowsy,0.334,0.8423,0.5066,2.522
train_2956,train,drowsy,0.3403,0.6162,0.5111,1.8108
train_4195,train,drowsy,0.3294,0.5712,0.4982,1.7342
train_3348,train,drowsy,0.348,1.0146,0.5297,2.9154
train_9259,train,drowsy,0.319,1.1235,0.5254,3.5222
train_2849,train,drowsy,0.206,1.266,0.4089,6.146
train_3474,train,drowsy,0.3003,1.2277,0.4977,4.088
train_8073,train,drowsy,0.1193,1.0909,0.3866,9.1473
train_7296,train,drowsy,0.3338,0.7588,0.5142,2.2732
train_760,train,drowsy,0.1255,1.1706,0.4123,9.3308
train_760,train,drowsy,0.1255,1.1706,0.4123,9.3308
train_3657,train,drowsy,0.3279,0.6464,0.4963,1.9712
train_6366,train,drowsy,0.3088,0.6362,0.5027,2.0605
train_5611,train,drowsy,0.3097,1.1426,0.5368,3.6898
train_5960,train,drowsy,0.3227,0.6212,0.4948,1.9251
train_5286,train,drowsy,0.1444,1.1276,0.3546,7.8068
train_7660,train,drowsy,0.1772,1.0,0.4163,5.6436
train_8940,train,drowsy,0.2992,1.0138,0.533,3.3881
train_3673,train,drowsy,0.3287,1.0293,0.5616,3.1315
train_4490,train,drowsy,0.1342,1.0906,0.3514,8.1267
train_223,train,drowsy,0.3272,0.6182,0.5041,1.8896
train_4176,train,drowsy,0.311,0.6538,0.4902,2.1022
train_6562,train,drowsy,0.2598,1.2498,0.4579,4.8099
train_8544,train,drowsy,0.2492,1.2326,0.4553,4.9453
train_7530,train,drowsy,0.3896,1.0551,0.5757,2.7081
train_2520,train,drowsy,0.2923,0.6305,0.4639,2.1572
train_4830,train,drowsy,0.3465,1.2233,0.5067,3.5309
train_9780,train,drowsy,0.284,1.2254,0.458,4.3147
train_8268,train,drowsy,0.1818,1.1115,0.4691,6.1142
train_3758,train,drowsy,0.2304,1.1078,0.4254,4.8088
train_9368,train,drowsy,0.1955,1.0285,0.3815,5.2595
train_1123,train,drowsy,0.3131,0.8154,0.5261,2.6045
train_740,train,drowsy,0.3263,0.8273,0.5322,2.5352
train_8483,train,drowsy,0.24,0.662,0.4108,2.7581
train_3009,train,drowsy,0.2066,0.7597,0.4391,3.6769
train_5715,train,drowsy,0.3585,0.9726,0.558,2.7132
train_2979,train,drowsy,0.2371,0.7771,0.4472,3.278
train_613,train,drowsy,0.3363,0.8446,0.5202,2.5111
train_8563,train,drowsy,0.2101,0.7734,0.4611,3.6817
train_995,train,drowsy,0.2305,0.8057,0.4645,3.495
train_78,train,drowsy,0.3329,0.8993,0.5305,2.702
train_2646,train,drowsy,0.3951,0.9858,0.5244,2.4949
train_2871,train,drowsy,0.1876,0.7398,0.4656,3.9438
train_71,train,drowsy,0.3436,0.998,0.5352,2.9046
train_5224,train,drowsy,0.3112,1.1502,0.4983,3.6958
train_1189,train,drowsy,0.1738,0.8532,0.4338,4.9101
train_103,train,drowsy,0.2144,0.628,0.3997,2.9286
train_7107,train,drowsy,0.203,0.755,0.4137,3.7185
train_7276,train,drowsy,0.119,0.6194,0.3427,5.2035
train_6361,train,drowsy,0.3997,0.9861,0.5511,2.4675
train_4585,train,drowsy,0.1168,0.6618,0.3249,5.6669
train_6889,train,drowsy,0.1154,0.7651,0.3479,6.6302
train_2113,train,drowsy,0.2605,1.0391,0.5016,3.989
train_6166,train,drowsy,0.343,0.9595,0.4999,2.7972
train_1654,train,drowsy,0.4465,0.9317,0.4527,2.0864
train_8648,train,drowsy,0.1148,0.7063,0.3429,6.1521
train_8562,train,drowsy,0.0581,0.9494,0.3327,16.3396
train_913,train,drowsy,0.2343,0.7632,0.4996,3.2574
train_6302,train,drowsy,0.1192,1.0738,0.3396,9.0057
train_6931,train,drowsy,0.3925,1.0395,0.6041,2.6483
train_2807,train,drowsy,0.2991,1.0885,0.5448,3.6395
train_7854,train,drowsy,0.0707,0.7914,0.3359,11.2015
train_5870,train,drowsy,0.3696,1.0626,0.5282,2.8747
train_4841,train,drowsy,0.3182,0.9094,0.4776,2.858
train_5229,train,drowsy,0.0906,1.1366,0.3455,12.54
train_3062,train,drowsy,0.3321,0.8503,0.4792,2.5606
train_4523,train,drowsy,0.291,1.1539,0.52,3.966
train_9801,train,drowsy,0.1386,1.0374,0.3972,7.4849
train_9717,train,drowsy,0.3865,1.0029,0.5755,2.5948
train_7306,train,drowsy,0.0824,1.1019,0.3331,13.3765
train_1740,train,drowsy,0.1365,1.0402,0.3822,7.6194
train_5799,train,drowsy,0.1414,0.9109,0.4093,6.4414
train_8556,train,drowsy,0.3531,1.1944,0.5176,3.3829
train_5505,train,drowsy,0.4057,1.0948,0.5537,2.6983
train_1468,train,drowsy,0.148,1.1253,0.3818,7.602
train_4049,train,drowsy,0.3283,1.0242,0.4589,3.1195
train_9966,train,drowsy,0.2315,1.2203,0.4418,5.2719
train_6607,train,drowsy,0.127,0.8296,0.388,6.5304
train_3791,train,drowsy,0.3952,0.9597,0.5947,2.4283
train_4819,train,drowsy,0.3652,0.9776,0.4884,2.6766
train_6012,train,drowsy,0.3132,1.1033,0.5189,3.5224
train_287,train,drowsy,0.2912,0.9073,0.4579,3.116
train_3775,train,drowsy,0.2597,1.0455,0.5125,4.0261
train_1605,train,drowsy,0.3143,1.0814,0.3886,3.4406
train_1853,train,drowsy,0.3069,1.1021,0.4071,3.5911
train_3361,train,drowsy,0.3589,0.7587,0.5416,2.1139
train_3496,train,drowsy,0.2048,1.1918,0.433,5.8182
train_3043,train,drowsy,0.3393,0.7778,0.5102,2.2923
train_2155,train,drowsy,0.3366,0.8412,0.5154,2.4988
train_9623,train,drowsy,0.353,0.8111,0.5187,2.2978
train_6246,train,drowsy,0.4297,0.7909,0.6133,1.8405
train_8626,train,drowsy,0.2005,0.5816,0.468,2.9011
train_6099,train,drowsy,0.3339,1.0036,0.4992,3.0059
train_5133,train,drowsy,0.1761,0.9546,0.3922,5.4217
train_9145,train,drowsy,0.321,1.0285,0.545,3.2043
train_1029,train,drowsy,0.0679,1.0945,0.3491,16.1085
train_1029,train,drowsy,0.0679,1.0945,0.3491,16.1085
train_3810,train,drowsy,0.2504,1.4295,0.5153,5.709
train_4085,train,drowsy,0.2409,1.0087,0.4463,4.1872
train_9466,train,drowsy,0.1189,1.2395,0.3875,10.4248
train_9036,train,drowsy,0.2005,0.9542,0.4232,4.7603
train_1673,train,drowsy,0.2061,0.8805,0.4079,4.2729
train_9466,train,drowsy,0.1189,1.2395,0.3875,10.4248
train_9261,train,drowsy,0.0877,1.0463,0.3654,11.93
train_4855,train,drowsy,0.0904,0.9263,0.4393,10.2511
train_310,train,drowsy,0.0921,1.1162,0.344,12.1166
train_7996,train,drowsy,0.0578,0.8826,0.3936,15.2802
train_1816,train,drowsy,0.0596,0.8486,0.3937,14.2478
train_6346,train,drowsy,0.0865,1.0892,0.3435,12.5941
train_6346,train,drowsy,0.0865,1.0892,0.3435,12.5941
train_4006,train,drowsy,0.7138,1.1685,0.6301,1.6369
train_1731,train,drowsy,0.0611,0.8519,0.3861,13.945
train_4845,train,drowsy,0.5582,1.4009,0.4333,2.5097
train_5795,train,drowsy,0.3424,1.04,0.5014,3.037
train_616,train,drowsy,0.5638,1.4891,0.5019,2.6412
train_5353,train,drowsy,0.4044,1.2371,0.3476,3.0591
train_2724,train,drowsy,0.347,0.7504,0.3072,2.1627
train_6729,train,drowsy,0.2696,0.7923,0.4839,2.9391
train_3146,train,drowsy,0.1866,1.229,0.4058,6.5858
train_316,train,drowsy,0.3495,1.2042,0.5184,3.4452
train_3035,train,drowsy,0.2033,1.2148,0.4168,5.9746
train_4152,train,drowsy,0.2063,1.3626,0.3926,6.6035
train_6571,train,drowsy,0.2801,1.0626,0.4932,3.7941
train_8033,train,drowsy,0.3015,0.9267,0.5227,3.0732
train_6873,train,drowsy,0.4924,1.2095,0.4048,2.4563
train_7201,train,drowsy,0.3268,0.7971,0.5628,2.4392
train_6168,train,drowsy,0.5427,0.9784,0.3655,1.8028
train_5941,train,drowsy,0.3351,0.8936,0.5234,2.6669
train_875,train,drowsy,0.4274,0.8962,0.3463,2.0969
train_5795,train,drowsy,0.3745,1.092,0.5273,2.9157
train_1056,train,drowsy,0.2867,1.0523,0.5225,3.6708
train_4787,train,drowsy,0.5541,1.0922,0.3985,1.971
train_7775,train,drowsy,0.3415,0.9956,0.5066,2.9152
train_2291,train,drowsy,0.1151,0.7208,0.37,6.2603
train_2130,train,drowsy,0.3054,0.7864,0.4695,2.5753
train_1722,train,drowsy,0.3163,0.5698,0.4747,1.8014
train_7324,train,drowsy,0.4563,0.9974,0.5072,2.1859
train_5673,train,drowsy,0.32,1.0698,0.5368,3.3431
train_1194,train,drowsy,0.2559,0.9607,0.4899,3.7548
train_5871,train,drowsy,0.2616,0.8711,0.5041,3.33
train_2265,train,drowsy,0.3156,1.0633,0.5154,3.3687
train_4269,train,drowsy,0.2903,1.0257,0.5335,3.5338
train_5729,train,drowsy,0.3195,1.0163,0.5505,3.181
train_9417,train,drowsy,0.3269,1.085,0.5332,3.3197
train_7578,train,drowsy,0.3629,1.0142,0.587,2.7944
train_3386,train,drowsy,0.3431,1.1497,0.4564,3.3511
train_4411,train,drowsy,0.417,1.1968,0.5074,2.8703
train_6290,train,drowsy,0.4357,1.2901,0.4435,2.961
train_5513,train,drowsy,0.0639,1.1432,0.3719,17.8892
train_7575,train,drowsy,0.2234,0.9326,0.3662,4.1749
train_2477,train,drowsy,0.4208,1.2323,0.5947,2.9283
train_4886,train,drowsy,0.0718,0.8812,0.3868,12.2795
train_5230,train,drowsy,0.0664,0.795,0.3855,11.9718
train_5230,train,drowsy,0.0664,0.795,0.3855,11.9718
train_4886,train,drowsy,0.0718,0.8812,0.3868,12.2795
train_6930,train,drowsy,0.0943,1.1568,0.3866,12.2656
train_9648,train,drowsy,0.3297,1.1001,0.5448,3.337
train_7742,train,drowsy,0.1102,1.2489,0.4017,11.3361
train_7742,train,drowsy,0.1102,1.2489,0.4017,11.3361
train_2000,train,drowsy,0.1601,1.3347,0.4595,8.336
train_8621,train,drowsy,0.1578,0.9,0.4573,5.7018
train_1833,train,drowsy,0.1592,0.936,0.4598,5.8808
train_6656,train,drowsy,0.3502,1.0167,0.5891,2.9032
train_4339,train,drowsy,0.0794,1.086,0.427,13.6767
train_4953,train,drowsy,0.076,1.1122,0.4245,14.6296
train_4953,train,drowsy,0.076,1.1122,0.4245,14.6296
train_6111,train,drowsy,0.3378,0.8897,0.5545,2.6339
train_6550,train,drowsy,0.0697,0.8485,0.3595,12.1802
train_9252,train,drowsy,0.0659,0.9946,0.3662,15.0842
train_7575,train,drowsy,0.1949,1.1583,0.4514,5.9432
train_9252,train,drowsy,0.0659,0.9946,0.3662,15.0842
train_3995,train,drowsy,0.0863,0.7645,0.3557,8.8595
train_1221,train,drowsy,0.4142,0.6721,0.579,1.6227
train_3673,train,drowsy,0.329,1.036,0.4744,3.1487
train_113,train,drowsy,0.1769,0.919,0.3729,5.1956
train_5006,train,drowsy,0.361,0.9198,0.528,2.5481
train_9829,train,drowsy,0.0687,1.0289,0.3889,14.9665
train_3715,train,drowsy,0.0939,0.9441,0.3884,10.0558
train_21,train,drowsy,0.0831,1.0237,0.3907,12.3136
train_7087,train,drowsy,0.2746,0.8899,0.4654,3.2411
train_5983,train,drowsy,0.8023,1.2316,0.4026,1.535
train_769,train,drowsy,0.4654,0.9419,0.5527,2.0238
train_5923,train,drowsy,0.2716,1.0808,0.4756,3.98
train_595,train,drowsy,0.6503,1.226,0.4115,1.8852
train_5923,train,drowsy,0.2716,1.0808,0.4756,3.98
train_6430,train,drowsy,0.2132,1.0407,0.4735,4.8811
train_2874,train,drowsy,0.281,0.8687,0.48,3.0912
train_8348,train,drowsy,0.3394,0.8811,0.3746,2.5963
train_6379,train,drowsy,0.2441,1.2186,0.4905,4.9921
train_524,train,drowsy,0.2331,1.1983,0.4826,5.1406
train_299,train,drowsy,0.2813,0.928,0.5005,3.2986
train_7092,train,drowsy,0.2716,1.0496,0.5256,3.8644
train_9504,train,drowsy,0.2731,1.08,0.5579,3.9544
train_8359,train,drowsy,0.5419,1.1106,0.2593,2.0494
train_6763,train,drowsy,0.4463,1.1951,0.5032,2.6778
train_9413,train,drowsy,0.5012,1.151,0.5956,2.2967
train_2427,train,drowsy,0.2687,1.028,0.5667,3.8252
train_7616,train,drowsy,0.4259,1.2399,0.5282,2.9113
train_8351,train,drowsy,0.3443,1.3183,0.4598,3.8289
train_1016,train,drowsy,0.3075,1.2722,0.4695,4.1375
train_9099,train,drowsy,0.3371,0.9581,0.4339,2.8425
train_5860,train,drowsy,0.3671,0.9888,0.5569,2.6932
train_9630,train,drowsy,0.3637,0.9523,0.5099,2.6181
train_5480,train,drowsy,0.3618,0.8948,0.5413,2.4732
train_5688,train,drowsy,0.3481,0.9958,0.5376,2.8606
train_2663,train,drowsy,0.4161,0.9992,0.5727,2.4015
train_7149,train,drowsy,0.206,1.0351,0.4804,5.0239
train_6040,train,drowsy,0.3147,1.0271,0.5347,3.2634
train_8924,train,drowsy,0.3236,1.0327,0.4663,3.1919
train_6268,train,drowsy,0.1807,0.9132,0.3754,5.0534
train_5672,train,drowsy,0.2787,0.8905,0.4618,3.1953
train_707,train,drowsy,0.3247,1.0499,0.4664,3.2335
train_6896,train,drowsy,0.1847,0.8994,0.3744,4.8703
train_7739,train,drowsy,0.3259,1.0732,0.4762,3.2929
train_1509,train,drowsy,0.2205,0.9956,0.4156,4.5156
train_3055,train,drowsy,0.3834,1.1396,0.5731,2.9727
train_3666,train,drowsy,0.3417,0.7603,0.4606,2.2251
train_5511,train,drowsy,0.2734,0.963,0.5001,3.5219
train_6859,train,drowsy,0.2843,0.9839,0.515,3.4611
train_6222,train,drowsy,0.2241,0.6945,0.4278,3.099
train_9974,train,drowsy,0.3605,1.1405,0.5746,3.1633
train_8164,train,drowsy,0.3601,0.6503,0.5391,1.806
train_7192,train,drowsy,0.159,0.7467,0.3472,4.6973
train_9897,train,drowsy,0.2319,0.898,0.5859,3.872
train_9982,train,drowsy,0.3843,1.1137,0.617,2.8981
train_1341,train,drowsy,0.2306,0.8573,0.5774,3.7169
train_3703,train,drowsy,0.1304,0.7811,0.361,5.9884
train_6668,train,drowsy,0.3616,0.9382,0.5443,2.5947
train_6959,train,drowsy,0.423,1.055,0.5853,2.4938
train_8386,train,drowsy,0.4532,1.2255,0.4772,2.7042
train_9254,train,drowsy,0.487,1.223,0.4583,2.5112
train_7708,train,drowsy,0.351,0.9575,0.5701,2.7284
train_4323,train,drowsy,0.3842,0.9517,0.5846,2.4772
train_6828,train,drowsy,0.2789,1.1007,0.5394,3.9465
train_2029,train,drowsy,0.273,1.1123,0.5104,4.0742
train_8776,train,drowsy,0.3215,1.0157,0.5685,3.1591
train_9029,train,drowsy,0.3197,1.0282,0.5706,3.2158
train_2745,train,drowsy,0.1988,0.8222,0.3939,4.1358
train_776,train,drowsy,0.2149,0.9951,0.4203,4.6303
train_9746,train,drowsy,0.2608,1.0329,0.5049,3.9603
train_7873,train,drowsy,0.455,1.2128,0.6759,2.6655
train_8948,train,drowsy,0.2704,1.159,0.5198,4.286
train_4042,train,drowsy,0.347,1.2417,0.499,3.5786
train_9140,train,drowsy,0.3902,1.2363,0.5512,3.1682
train_7626,train,drowsy,0.3783,1.1607,0.6003,3.0686
train_9238,train,drowsy,0.4209,0.8329,0.6162,1.9787
train_1442,train,drowsy,0.3476,1.1248,0.5513,3.2362
train_8357,train,drowsy,0.3349,1.1301,0.5433,3.3744
train_8497,train,drowsy,0.4703,1.2083,0.6811,2.5695
train_5721,train,drowsy,0.3497,1.1915,0.5711,3.4073
train_3614,train,drowsy,0.256,1.3036,0.5088,5.093
train_3341,train,drowsy,0.3072,1.2635,0.5346,4.1129
train_3614,train,drowsy,0.256,1.3036,0.5088,5.093
train_7552,train,drowsy,0.0747,0.7422,0.3705,9.9349
train_3297,train,drowsy,0.3839,0.7305,0.5607,1.9025
train_9234,train,drowsy,0.3655,0.9328,0.623,2.5522
train_707,train,drowsy,0.4268,0.8227,0.5946,1.9274
train_8499,train,drowsy,0.3557,0.7322,0.565,2.0584
train_2467,train,drowsy,0.3752,0.7849,0.5889,2.092
train_3988,train,drowsy,0.3443,0.6975,0.5078,2.0255
